Run,Assay Type,BioProject,BioSample,Center Name,collecting_institution,Collection_Date,collector_name,Consent,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),host_health_state,host_scientific_name,host_sex,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_capture_status,Sample Name,Sample_Name,SRA_accession,SRA Study,Submitter_Id,Title,host_subject_id,AssemblyName,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region
ERR5384657,AMPLICON,PRJEB43269,SAMEA8158271,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169598,SAMEA8158271,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158271,cov-100001691266,ERS5845039,ERP127218,cov-100001691266,SARS-Cov2 Haut-de-France samples,220221-129,assembly,71,95684760,15676447,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384663,AMPLICON,PRJEB43269,SAMEA8158277,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169604,SAMEA8158277,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158277,cov-100001691267,ERS5845045,ERP127218,cov-100001691267,SARS-Cov2 Haut-de-France samples,220221-135,assembly,71,84677224,13895461,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384673,AMPLICON,PRJEB43269,SAMEA8158287,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169614,SAMEA8158287,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158287,cov-100001685038,ERS5845055,ERP127218,cov-100001685038,SARS-Cov2 Haut-de-France samples,220221-145,assembly,70,83804732,16182364,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384573,AMPLICON,PRJEB43269,SAMEA8158187,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169514,SAMEA8158187,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158187,cov-100001691252,ERS5844955,ERP127218,cov-100001691252,SARS-Cov2 Haut-de-France samples,220221-45,assembly,71,75978425,12581299,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384630,AMPLICON,PRJEB43269,SAMEA8158244,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169571,SAMEA8158244,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158244,cov-881046350185,ERS5845012,ERP127218,cov-881046350185,SARS-Cov2 Haut-de-France samples,220221-102,assembly,70,91375982,15972169,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384557,AMPLICON,PRJEB43269,SAMEA8158171,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169498,SAMEA8158171,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158171,cov-100001696335,ERS5844939,ERP127218,cov-100001696335,SARS-Cov2 Haut-de-France samples,220221-29,assembly,70,78410535,12997712,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384588,AMPLICON,PRJEB43269,SAMEA8158202,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169529,SAMEA8158202,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158202,cov-881046170397,ERS5844970,ERP127218,cov-881046170397,SARS-Cov2 Haut-de-France samples,220221-60,assembly,70,69377288,13747573,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384612,AMPLICON,PRJEB43269,SAMEA8158226,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169553,SAMEA8158226,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158226,cov-881046170420,ERS5844994,ERP127218,cov-881046170420,SARS-Cov2 Haut-de-France samples,220221-84,assembly,71,77286156,12938488,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384613,AMPLICON,PRJEB43269,SAMEA8158227,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169554,SAMEA8158227,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158227,cov-100001684795,ERS5844995,ERP127218,cov-100001684795,SARS-Cov2 Haut-de-France samples,220221-85,assembly,70,76533761,12876420,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384615,AMPLICON,PRJEB43269,SAMEA8158229,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169556,SAMEA8158229,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158229,cov-100001691259,ERS5844997,ERP127218,cov-100001691259,SARS-Cov2 Haut-de-France samples,220221-87,assembly,71,66583549,11903034,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384634,AMPLICON,PRJEB43269,SAMEA8158248,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169575,SAMEA8158248,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158248,cov-100001691312,ERS5845016,ERP127218,cov-100001691312,SARS-Cov2 Haut-de-France samples,220221-106,assembly,71,79886736,15345698,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384651,AMPLICON,PRJEB43269,SAMEA8158265,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169592,SAMEA8158265,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158265,cov-100001691265,ERS5845033,ERP127218,cov-100001691265,SARS-Cov2 Haut-de-France samples,220221-123,assembly,71,78476331,13073400,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384677,AMPLICON,PRJEB43269,SAMEA8158291,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169618,SAMEA8158291,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158291,cov-100001702765,ERS5845059,ERP127218,cov-100001702765,SARS-Cov2 Haut-de-France samples,220221-149,assembly,70,76151909,13143630,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384566,AMPLICON,PRJEB43269,SAMEA8158180,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169507,SAMEA8158180,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158180,cov-100001685120,ERS5844948,ERP127218,cov-100001685120,SARS-Cov2 Haut-de-France samples,220221-38,assembly,70,88639495,15382468,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384580,AMPLICON,PRJEB43269,SAMEA8158194,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169521,SAMEA8158194,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158194,cov-100001691280,ERS5844962,ERP127218,cov-100001691280,SARS-Cov2 Haut-de-France samples,220221-52,assembly,71,75839915,12629361,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384590,AMPLICON,PRJEB43269,SAMEA8158204,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169531,SAMEA8158204,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158204,cov-100001685212,ERS5844972,ERP127218,cov-100001685212,SARS-Cov2 Haut-de-France samples,220221-62,assembly,70,103824855,18279256,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384623,AMPLICON,PRJEB43269,SAMEA8158237,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169564,SAMEA8158237,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158237,cov-100001699057,ERS5845005,ERP127218,cov-100001699057,SARS-Cov2 Haut-de-France samples,220221-95,assembly,71,88733387,14798700,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384641,AMPLICON,PRJEB43269,SAMEA8158255,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169582,SAMEA8158255,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158255,cov-100001701755,ERS5845023,ERP127218,cov-100001701755,SARS-Cov2 Haut-de-France samples,220221-113,assembly,70,112223673,19713122,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384658,AMPLICON,PRJEB43269,SAMEA8158272,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169599,SAMEA8158272,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158272,cov-100001693760,ERS5845040,ERP127218,cov-100001693760,SARS-Cov2 Haut-de-France samples,220221-130,assembly,71,80737002,13721598,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384682,AMPLICON,PRJEB43269,SAMEA8158296,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169623,SAMEA8158296,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158296,cov-100001693783,ERS5845064,ERP127218,cov-100001693783,SARS-Cov2 Haut-de-France samples,220221-154,assembly,71,84558850,14512415,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384606,AMPLICON,PRJEB43269,SAMEA8158220,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169547,SAMEA8158220,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158220,cov-881046170403,ERS5844988,ERP127218,cov-881046170403,SARS-Cov2 Haut-de-France samples,220221-78,assembly,71,69420551,12720043,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384608,AMPLICON,PRJEB43269,SAMEA8158222,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169549,SAMEA8158222,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158222,cov-100001685264,ERS5844990,ERP127218,cov-100001685264,SARS-Cov2 Haut-de-France samples,220221-80,assembly,70,98127577,17296974,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384620,AMPLICON,PRJEB43269,SAMEA8158234,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169561,SAMEA8158234,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158234,cov-100001685367,ERS5845002,ERP127218,cov-100001685367,SARS-Cov2 Haut-de-France samples,220221-92,assembly,70,86199760,14526008,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384672,AMPLICON,PRJEB43269,SAMEA8158286,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169613,SAMEA8158286,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158286,cov-881046350308,ERS5845054,ERP127218,cov-881046350308,SARS-Cov2 Haut-de-France samples,220221-144,assembly,70,97322412,16971918,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384567,AMPLICON,PRJEB43269,SAMEA8158181,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169508,SAMEA8158181,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158181,cov-100001691251,ERS5844949,ERP127218,cov-100001691251,SARS-Cov2 Haut-de-France samples,220221-39,assembly,71,65117515,12786034,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384579,AMPLICON,PRJEB43269,SAMEA8158193,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169520,SAMEA8158193,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158193,cov-100001691253,ERS5844961,ERP127218,cov-100001691253,SARS-Cov2 Haut-de-France samples,220221-51,assembly,71,78312854,12879029,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384584,AMPLICON,PRJEB43269,SAMEA8158198,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169525,SAMEA8158198,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158198,cov-100001685192,ERS5844966,ERP127218,cov-100001685192,SARS-Cov2 Haut-de-France samples,220221-56,assembly,70,58652454,9640412,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384585,AMPLICON,PRJEB43269,SAMEA8158199,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169526,SAMEA8158199,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158199,cov-100001691254,ERS5844967,ERP127218,cov-100001691254,SARS-Cov2 Haut-de-France samples,220221-57,assembly,71,62310440,10649044,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384592,AMPLICON,PRJEB43269,SAMEA8158206,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169533,SAMEA8158206,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158206,cov-100001691282,ERS5844974,ERP127218,cov-100001691282,SARS-Cov2 Haut-de-France samples,220221-64,assembly,71,96456598,15725208,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384594,AMPLICON,PRJEB43269,SAMEA8158208,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169535,SAMEA8158208,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158208,cov-881046170399,ERS5844976,ERP127218,cov-881046170399,SARS-Cov2 Haut-de-France samples,220221-66,assembly,71,78823039,13621847,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384595,AMPLICON,PRJEB43269,SAMEA8158209,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169536,SAMEA8158209,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158209,cov-100001684697,ERS5844977,ERP127218,cov-100001684697,SARS-Cov2 Haut-de-France samples,220221-67,assembly,70,94312669,15578928,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384633,AMPLICON,PRJEB43269,SAMEA8158247,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169574,SAMEA8158247,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158247,cov-100001691262,ERS5845015,ERP127218,cov-100001691262,SARS-Cov2 Haut-de-France samples,220221-105,assembly,71,94047136,15725471,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
